q1(deg),q2(deg),q3(deg),q4(deg),q5(deg),q6(deg),q7(deg),tau_1 (Nm),tau_2 (Nm),tau_3 (Nm),tau_4 (Nm),tau_5(Nm),tau_6(Nm),tau_7(Nm),Fx (N),Fy (N),Fz (N),tau_x (Nm),tau_y (Nm),tau_z (Nm)
-0.9219964351175326,38.08113552373319,0.03480349176570331,-94.8375724882784,-0.10818632881128179,133.31220832545745,44.250659351894896,-0.17827611876180077,1.3911674537311982,0.16331068542101135,-1.2263049307360456,0.13608116295746484,0.06874339709651811,-0.10512356831723475,-2.380833351822774,0.35202728486084767,2.413296645576095,0.4149560470031009,0.7865770574465849,-0.1327002239532055
-0.9222747197163766,38.08131486252604,0.03503835810736064,-94.83757103468707,-0.10827290735197918,133.3121649133622,44.251195090474276,-0.19512905085179663,1.4069162640201414,0.1552013810917217,-1.2404023376541768,0.13288834960344567,0.06545009803319729,-0.10035240084891496,-2.4001373214712776,0.3670874245635236,2.433949253889687,0.4149436496374831,0.7891245567097638,-0.13005531178827018
-0.9225816390124005,38.081212215948476,0.03492556139530601,-94.83775263914328,-0.10804637955762418,133.31212175282658,44.25107820551428,-0.1928839979212692,1.4171489859265975,0.17140545756969736,-1.2351575181876804,0.13301967656371386,0.06552502390579981,-0.10261485536573908,-2.345081036528525,0.36542333238389074,2.4518430993355818,0.42493281708193426,0.779330181057808,-0.13471698422808737
-0.9223733423794785,38.0813151572533,0.03492265494670117,-94.83773560439349,-0.10817660298639868,133.31216491374303,44.250865295041926,-0.21334022475523592,1.3589519063087954,0.16182060421091554,-1.1985942586614506,0.13198759037053176,0.06916430394197018,-0.10603748114126212,-2.3507963127965765,0.39475966358806425,2.404995439925586,0.4250416292153416,0.7773591948392259,-0.13569246947591115
-0.9222062528445848,38.08141292618561,0.034681422068055676,-94.83785834090665,-0.10820361500923444,133.3121282581372,44.25074052761057,-0.164846937500482,1.3755253139040045,0.17944587423017355,-1.2136378843323186,0.12924570441762254,0.06429472206495605,-0.10446542017514035,-2.326554941388959,0.3669871771615715,2.3780726898325053,0.41412724884164764,0.7700554914090418,-0.13492974958017756
-0.9222159100384888,38.08141758871017,0.035065490918427464,-94.83774861234384,-0.10809924550250141,133.3121649137045,44.250963394555285,-0.24097461401351578,1.3556976664133515,0.08891704603961623,-1.1957098615246795,0.1286033189040454,0.06690946144563831,-0.1004993545476992,-2.3252891931643602,0.39225928967129303,2.2132188965180153,0.40063002335514597,0.761582476915357,-0.12607171680727314
-0.9217333813617025,38.08146880790151,0.03540757705308288,-94.83796972237955,-0.10800296917359414,133.31220840771158,44.251288414251036,-0.2171172205148938,1.3009357438409035,0.1059976073531455,-1.1613783543085012,0.12873146705683441,0.06963100915747877,-0.10381799394334945,-2.2674372733560992,0.43261103910220405,2.32194081610292,0.40838714464046444,0.7546005378211452,-0.1294058821335366
-0.921767469856605,38.081413097330056,0.03553134216730534,-94.83800999572095,-0.10801254855577551,133.31239046314985,44.251154676992655,-0.3021382148921362,1.3819516023489793,0.026062343690678884,-1.2064925620728013,0.12418728747585459,0.06461926683824476,-0.10004023464766454,-2.213932546160159,0.529663107340449,2.2976668377108433,0.4055552532101311,0.7442122959920726,-0.12734936942996297
-0.9211188723044694,38.0815413379241,0.03583360978025949,-94.8382174125999,-0.1079183708126455,133.3121215029797,44.2510179838191,-0.30041104006394354,1.3059865672664723,0.020259508179060425,-1.1418052122041766,0.1276548325791797,0.07099599381662607,-0.10335666513579538,-2.222187394920219,0.5696290691708144,2.282011672778618,0.4122294601572885,0.7439004120173568,-0.12337831335422861
-0.9213412923357022,38.08131480605393,0.035833609780259484,-94.83787348116428,-0.10815171765126862,133.3121822157723,44.25110942282454,-0.3223269500489646,1.303301973440323,0.0025580186208472426,-1.13282317341536,0.12804131346810502,0.07286543605913103,-0.10161696533061443,-2.145661396280331,0.5939742753729177,2.26655131217002,0.410109118671305,0.7285085450581511,-0.11926892648841489
