q1(deg),q2(deg),q3(deg),q4(deg),q5(deg),q6(deg),q7(deg),tau_1 (Nm),tau_2 (Nm),tau_3 (Nm),tau_4 (Nm),tau_5(Nm),tau_6(Nm),tau_7(Nm),Fx (N),Fy (N),Fz (N),tau_x (Nm),tau_y (Nm),tau_z (Nm)
-0.01256202248483158,-45.04599504387627,0.005862086383557295,-134.9444061216247,0.016845855236081737,90.02225115209914,45.00963698031303,0.36716593262981084,1.9065419261664298,-0.2439501832322387,-2.4214846237453744,-0.5389490481250906,-0.49165589578554003,-0.21245057274937046,0.9859937019671092,1.212253918135992,4.811002026444213,-0.12739349104209274,-0.2757389389509365,-0.39795048469283767
-0.012613363023498733,-45.04619123581672,0.006083387289841732,-134.94449228684692,0.016765827554849764,90.0223813853017,45.009858667912695,0.4576829148827417,1.6768848047245082,-0.28169587096419235,-2.404795580947948,-0.5585081660890826,-0.490172406714376,-0.21066797815049568,0.29393815225107794,1.2395074068330243,4.919719042296185,-0.11118375350946617,-0.11909265147954118,-0.4317595124003096
0.63905674082408,-46.241809136357176,0.004768508721747723,-134.9407671520593,0.016442339874886018,90.02194107617892,45.00986552597827,0.15956818845972423,0.8139382831846039,-0.5055403462040835,-2.254238263385199,-0.5810165341025855,-0.49002530611914924,-0.2127093219828402,-2.1530124733949845,1.8840037818812199,5.0525250110970505,-0.02790754031471826,0.40759783686432954,-0.39847833320593806
5.754595216645438,-50.91150870600917,0.009249133016159327,-134.93394212677666,0.016570289305088262,90.0220452864482,45.00958582837469,0.29088005968825426,0.9408804367972552,-0.23736647172966574,-2.4450887934058487,-0.5210234373355493,-0.5442987456034952,-0.21241089288905607,-2.1699373943217197,1.3140250397703996,5.411757780712979,-0.094659866097318,0.388492386067088,-0.3900704795254647
16.138631712661773,-55.738971906453656,0.014183798812956235,-134.9324852416297,0.016869186131182518,90.02186703096038,45.00931916249381,0.34444632869715636,0.09118091146884334,-0.38821469674258585,-2.1685936296601143,-0.5062136717204405,-0.5725455212656598,-0.20220569695632842,-4.386925543945416,1.5966128211574855,5.093700047556247,0.019516612229377436,0.7986896802335991,-0.4272000982384724
27.995419025347903,-60.57043270651124,0.013244122224969209,-134.9297840239874,0.017348461464542265,90.02179329262253,45.00999970019633,0.4245272730045567,0.2542422316776406,-0.3186762701235751,-2.2457611366384578,-0.49495126007084644,-0.5971918423520265,-0.21157410928960227,-4.4206503688981265,1.3462027009187936,5.155443293905411,0.004942409031800241,0.7625706837784675,-0.45357110958593166
39.852502667425156,-65.40371049925906,0.010895472726041931,-134.9267216668433,0.01763333784989562,90.02139210106412,45.00954267073553,0.541763422039972,0.08508762940502056,-0.19603811446543085,-2.200585970610882,-0.4746574589082277,-0.6370029186460222,-0.20602235997495058,-4.718614234716702,1.1145693134682766,4.968865424948034,0.005398769925361653,0.7806407548166017,-0.48439013541520126
51.650817091402025,-70.21250968757094,0.008318659341180845,-134.9244030853448,0.017042420487448834,90.02150970814351,45.009865525976856,0.5813348971775278,-0.1773621178435194,-0.14685343344171392,-2.07895661129466,-0.4545011753505855,-0.6551538152814075,-0.2051682389132607,-5.425519190889252,1.1295290846108845,5.319556122855981,0.010827885969299483,0.9346336280640141,-0.4821879203933723
63.506395910754776,-75.04393885004204,0.00734794529803779,-134.93139128955954,0.01732334393523155,90.02193314500363,45.009585828413236,0.5681711821418933,-0.3327636855815219,-0.08935892836415235,-2.1416138657276056,-0.45794654919236183,-0.6826213438065392,-0.20705885533900173,-5.984223848288774,1.1568023737172641,4.881739558897065,0.007234589056340402,0.996978501060076,-0.466150992228117
75.3557436209242,-79.87349844188725,0.005700312948429928,-134.93416254118947,0.017720243007124416,90.02192577016272,45.009705222352586,0.4969618965051806,-0.5230457309868243,-0.06535200967151004,-2.1359918924441392,-0.4508419260870348,-0.6927945650190532,-0.2050625408012901,-6.31489605050197,1.2840136690612456,4.790198087576507,-0.08963547469131446,1.0505287320704668,-0.3316603595726687
