q1(deg),q2(deg),q3(deg),q4(deg),q5(deg),q6(deg),q7(deg),tau_1 (Nm),tau_2 (Nm),tau_3 (Nm),tau_4 (Nm),tau_5(Nm),tau_6(Nm),tau_7(Nm),Fx (N),Fy (N),Fz (N),tau_x (Nm),tau_y (Nm),tau_z (Nm)
-0.9307640827354182,38.08548287575572,0.027339852204624246,-94.85352088621867,-0.10269837333135065,133.30659191506786,44.254301385389056,0.1164900807852525,1.0218763917007856,0.3672680444692447,-0.3045105440558746,0.09370426556997966,0.17346577027356022,-0.12314920938548221,0.6746838771507023,-0.04545410390030857,1.9521865157637632,0.3101599621355381,0.1981221348748821,-0.1464934713792352
-0.9310493308012953,38.08495803158923,0.027076119682844207,-94.85272263892772,-0.10278519474281426,133.30637611009644,44.25398247890199,0.18504767941401695,0.9758570224653219,0.41960402467522556,-0.3325419779960371,0.0932043842220627,0.16558805556771047,-0.12578799848332706,0.4521467653370901,-0.05321261541567493,1.9903869647989636,0.3100554068503873,0.23553985608907924,-0.14864530338301113
-0.9311108781458997,38.08456494022287,0.027443667921630038,-94.85171314594227,-0.10274177475362405,133.30686842722554,44.253899747473625,0.11643949104601695,1.07119974549336,0.3672926944126579,-0.48663004412889704,0.09476612671470784,0.13343213198692686,-0.12503461509218786,0.5170879243991461,-0.07198996770203175,2.0247912462157847,0.30392880168616443,0.20727943047747271,-0.14535545562888946
-0.9305937363404871,38.084662557714665,0.027589098517145243,-94.85171151432107,-0.10280960044522,133.30684534663365,44.25430732765712,0.1433924634899919,1.0707210282942863,0.3785516616727612,-0.47797762357792334,0.09304503677000606,0.13450667791543017,-0.12176945851144438,0.43700823643782954,0.033975773383182944,2.0624607365999124,0.31595870635631246,0.2296681681188401,-0.1449020408665406
-0.9308055981978409,38.08438053484011,0.027526014567036614,-94.85193263957417,-0.10269158846142527,133.30677541349834,44.253799640357286,0.09565565641633945,1.1590801834821924,0.3422210370276916,-0.49544645839025503,0.0940477326216763,0.13245075072340404,-0.1258398808988104,0.7077479090910928,0.0787757020853427,2.1453504544425703,0.32630639949733736,0.18139578858706526,-0.14354827296088388
-0.9302018090126669,38.08371671696385,0.02793027297232994,-94.85207385024425,-0.10269837264242404,133.30684526335133,44.25384979290292,0.027861139548511483,1.1749215545356098,0.2863127343925934,-0.43080723361594836,0.09185859213146948,0.13677716616609092,-0.12285710518121386,0.934528902825002,-0.012148860466461298,2.219511327040217,0.30440795934078746,0.13995367704107256,-0.1438527363837726
-0.9313132035088013,38.08405584349433,0.027118530549332737,-94.85171890084892,-0.10255865044831547,133.30695246831374,44.25409756496149,0.16839368284729472,1.1887746529997216,0.40016663828150467,-0.4679027870557534,0.09136853802023719,0.13305598686335593,-0.13022504527981119,0.717797473691965,-0.06600564359540814,2.220015875593965,0.3041093558691514,0.1816030524738365,-0.15092301855146478
-0.9318621950183348,38.08447814263195,0.026537400289775706,-94.85278308315883,-0.10288139296420436,133.30677541349692,44.25416616654709,0.22008903724743265,1.1023331378662544,0.45806374442590747,-0.3741983620686532,0.08974764155101568,0.14002240591019316,-0.13063888832892503,1.1081052593735596,-0.0746292523313507,2.1452085485393395,0.3077088599767655,0.10055698007789945,-0.14998738742374826
-0.9310564998764469,38.08416693206509,0.027278817394544127,-94.85229388653406,-0.10274178095488479,133.30688798716855,44.254073132295346,0.13983182529845972,1.1499827440238704,0.379770468754081,-0.3744424331330569,0.08855739998609666,0.13738776925809595,-0.12654771478191212,1.0669315517685394,-0.02644801458608234,2.166657135369915,0.3073280618897236,0.10771920777944276,-0.14881262741526627
-0.931482655475632,38.08395483484491,0.02683621129369497,-94.85136355984247,-0.10276756956662843,133.3068251090361,44.25392775620102,0.17282178951030502,1.1500465666665143,0.4166888363282807,-0.5060990981886525,0.09118379930929138,0.12883680678494974,-0.12595499846186328,0.42649514135346517,-0.08561489064942374,2.1445485895193688,0.30617291440526345,0.23211878165373837,-0.14940937993623615
-0.9315424767916946,38.08428597455825,0.02673424608216055,-94.85168009191807,-0.10249492021927813,133.3071164728291,44.25441246939126,0.14013087701167476,1.1177694540451952,0.383993249492303,-0.49774903081675953,0.08949190647368699,0.12959625876272107,-0.12439890892310719,0.37493104867817334,-0.0405221969026357,2.0912529008270475,0.3067691799822216,0.23892031254486054,-0.14743921162865603
-0.9310529246085889,38.08416737346229,0.027457375692185013,-94.85117316144228,-0.10267326853517723,133.3068706974387,44.25434454800364,0.19588418944045224,1.1449095706811694,0.42501838321500407,-0.5395168529138937,0.08696330551673914,0.12486928443860094,-0.12950241372495944,0.2535571410621366,-0.11465544609034278,2.1271764947519967,0.29399660539143924,0.26292443794750614,-0.15115155618387105
-0.9309842663693401,38.084476652920834,0.027342758415491962,-94.851615743492,-0.10262783549235566,133.3070708165669,44.25413662090795,0.10996489753259651,1.1158333760481138,0.3502419803405503,-0.4601586199403178,0.08938329115020316,0.13012561508056258,-0.12680427337632805,0.5560374817896744,0.011208856035236497,2.0911906138591285,0.3103815292178819,0.20124028538169803,-0.148226964058086
-0.9304339576243953,38.084507519287136,0.027747250120446137,-94.8521130760349,-0.10268074847861255,133.30686843664367,44.25398068871741,0.028794910209678875,1.073818418094115,0.29221369431958677,-0.42954774542401947,0.09129041294878712,0.13240719037505042,-0.12919892528799803,0.5841906980832551,0.13176255175634144,2.0251748397837517,0.336294592426486,0.19179888682942736,-0.1523322271621294
