q1(deg),q2(deg),q3(deg),q4(deg),q5(deg),q6(deg),q7(deg),tau_1 (Nm),tau_2 (Nm),tau_3 (Nm),tau_4 (Nm),tau_5(Nm),tau_6(Nm),tau_7(Nm),Fx (N),Fy (N),Fz (N),tau_x (Nm),tau_y (Nm),tau_z (Nm)
-0.9273930004906908,38.11015741605819,0.025371384466604155,-94.85801704588602,-0.11211639774270525,133.3085769158387,44.2359680305346,-0.10504125522904045,0.03817160623852213,0.4300964417850113,-0.05870204324075203,0.25077045459384895,0.1507170801442833,0.1916282230315328,-0.5043634092075744,-0.23357422056989613,0.409478281668839,0.35809147898279503,0.29427892159853497,0.1229323779752645
-0.9276560497569483,38.109970233379684,0.025473505704832054,-94.85803268879351,-0.11202925086426359,133.308518274937,44.235730072360475,-0.07709679758095517,0.096691262810583,0.4179986731129832,-0.09845929436154718,0.25088529952142047,0.1458676110004076,0.19790195645179287,-0.6190521719990143,-0.18995071216105214,0.3022407483717385,0.3635100948594743,0.30954453167703455,0.12582382192427694
-0.927423930289758,38.1103948767678,0.025592669115529612,-94.85777038581628,-0.11198616262199163,133.3087015257766,44.235802471683215,-0.0986711288819679,0.0687184948041669,0.4110776490051626,-0.10514320907175151,0.2518992284808099,0.14451917461070912,0.19361071415138048,-0.5884280780106685,-0.21495399849931845,0.3504747567297305,0.3568641133426096,0.30579169423375163,0.12622901577711154
-0.9276287733720802,38.11005913681082,0.02559719006526612,-94.85777089178093,-0.11192627111343756,133.30875112950298,44.23571824193657,-0.13557058391590615,0.09589213119576163,0.37598804138488706,-0.1126074653711164,0.25165674315602604,0.14167862037994516,0.19799493445071348,-0.6109357932460221,-0.1985511339256973,0.4089752747267437,0.3515940262804404,0.3145907400311262,0.12671696901231208
-0.9273451134818614,38.110582628613116,0.025818910919618288,-94.85777038653501,-0.11183741239598519,133.30868103905428,44.23575500193253,-0.09152509303640703,0.0861805567004376,0.4006808213957489,-0.11174557627780754,0.2505089875323903,0.14475565553323433,0.1955909739828487,-0.7425182519094207,-0.2226324910262631,0.3714629742325592,0.35983745896602437,0.33460981888182567,0.12425656202157799
-0.9274992187645541,38.11015743482245,0.025714815919610466,-94.85766191235405,-0.11184623127252717,133.30867018549813,44.23602269089074,-0.1217430061250038,0.06673314652294987,0.3915443947173885,-0.1512150228825289,0.2508434666706522,0.14128946831331785,0.19226136595285037,-0.8977097050435827,-0.21125413004347388,0.3437722093333034,0.35815056599332185,0.366404555878456,0.12219844146161239
-0.9273787794817508,38.110484493832615,0.02563336647767322,-94.85777036779648,-0.11182207389496979,133.3087488595178,44.23623297128481,-0.08443629362292782,0.08161578300563983,0.40918579061713,-0.1297776753539019,0.2512464579601688,0.1455744156396014,0.19104044729021635,-0.7365375969020694,-0.23379983652007158,0.37019684011167503,0.35193127489048465,0.3385996061348604,0.12386787778681979
-0.927492689329895,38.11058871239172,0.02592537976083679,-94.85776592885021,-0.11196550936832188,133.30851930514444,44.23584047371027,-0.11649002781118734,0.048158566627010194,0.3686867671001116,-0.12770415679526703,0.2510578460088193,0.14442638390098875,0.19573042779038322,-0.6697735009255215,-0.206466083402637,0.38365575497588156,0.3495174150846924,0.3257312472217389,0.12947496109608353
-0.9273922750953973,38.11036951408546,0.025919115180697495,-94.85761562792095,-0.11182885561283895,133.30868050253775,44.235756578031925,-0.10787514818710607,0.11123487802212927,0.3939238700813434,-0.14399080639370426,0.25167164527491864,0.14292728836194052,0.1907718669371887,-0.7189636475610849,-0.19988436946939392,0.4155994108812513,0.3598061401479915,0.336264093325952,0.1227694489042031
-0.9274932468602182,38.10960567335197,0.02565661347185337,-94.85775723140259,-0.1120295857629832,133.3085965703878,44.23548564475252,-0.09747256956418741,0.21007189497779477,0.39304317840210823,-0.13956965291849885,0.2513366425410165,0.14572207862131203,0.19323535096773756,-0.4238596839563332,-0.21298238993374605,0.5893072847613601,0.35042254787609567,0.29216599419152833,0.12676614449058132
-0.9272805965799936,38.1088427613335,0.026282324004017085,-94.85766369073852,-0.11200898036124081,133.3084969022397,44.235802168761765,-0.12679780804614324,0.2928263311804967,0.3364843273589705,-0.15291191656085587,0.2525913526279959,0.1465414221904887,0.1963090567091033,-0.259816506817221,-0.1666499175590965,0.7313264584670932,0.33664660176482064,0.2706477598966933,0.13549880013966387
-0.9271689053482929,38.10862068991868,0.02651869972364132,-94.85765460232678,-0.11196827188312211,133.30859446768102,44.235763659371756,-0.11650329853297131,0.34485034281546745,0.3305203672979579,-0.15119256704444717,0.25138452311297066,0.14636435882018956,0.1986401649109961,-0.10382465528818947,-0.18051498070885308,0.8200169857366062,0.3234707763395548,0.2453128126776436,0.140160770293221
-0.9267867488414103,38.10822507860739,0.026767699383350527,-94.85749721814827,-0.11201193306762945,133.30864006412816,44.235841030588226,-0.1355612466578986,0.23256844962510667,0.3163099070952679,-0.13674480721554302,0.25101654178593963,0.1452462849181562,0.20252171393764803,-0.3460295329124019,-0.16260543617249473,0.6273014212223668,0.3242599620519329,0.27815576949634163,0.14321705463924034
-0.9267912895373023,38.10855134493623,0.026527790995123198,-94.85754547113616,-0.1120458607674298,133.3086570889693,44.235560097008104,-0.18050621984177978,0.2467860178085904,0.300046720751635,-0.15884271600649036,0.2502233349738244,0.14435415896331896,0.1937646791314794,-0.35938821270418586,-0.10737717650806711,0.6433264283815375,0.3562949805527825,0.28383152731818206,0.1317116132059774
-0.9271955892702977,38.10843976143573,0.026465431770713192,-94.8575338164691,-0.11211378372279607,133.30873090148944,44.23600759094551,-0.15958267892578545,0.190515514668082,0.320139519674003,-0.12397930555211424,0.25205579490378244,0.1501400179574254,0.1993413049146999,-0.41192006958216115,-0.127983199651666,0.5643027101310238,0.34635337069176,0.2915736367934469,0.1359655018530193
-0.9268848690429485,38.108864948778745,0.026526460275991794,-94.85749597776126,-0.11206613117122001,133.30864056420148,44.23579756965936,-0.17440864849194673,0.20018478070997087,0.32512334060476294,-0.1332747384697262,0.25259307049061924,0.1486381761115271,0.1935584550818531,-0.42834192072000293,-0.10087708505782547,0.5777687156275662,0.3646899398009501,0.294886943626649,0.12752093174136192
-0.9273312447008669,38.10891155736844,0.026244128720290777,-94.85766823928469,-0.11202957646041811,133.30862888094816,44.23589600977124,-0.14042771080374863,0.18688395997222312,0.4019747344006958,-0.1350747979450783,0.2532283826086655,0.14516274109960328,0.1924815269006872,-0.4663594362456298,-0.15816267547442406,0.5490468990058448,0.38727980017711217,0.29735749490652874,0.11789564779672415
-0.9270452898234147,38.108169796557014,0.025839140907883463,-94.85765508551468,-0.1120285810424568,133.3087503617475,44.23589043634855,-0.16762597939974527,0.24112603088591386,0.36358474818521336,-0.16369800515662877,0.25315681831892634,0.14673130692978492,0.19551237323721551,-0.4609042972773563,-0.12044146349622764,0.6426309912182241,0.3809901887433018,0.30582235381394685,0.12337691517035733
-0.927054190154787,38.10863841608952,0.026180184134590213,-94.8573912047733,-0.11211565333894025,133.30858957478557,44.23574315528723,-0.12252202427663814,0.23667071205533843,0.3998288456157131,-0.14066534083998752,0.2528689354261984,0.15005632475584585,0.19339100042410154,-0.41636196409744497,-0.21054867815201916,0.6752666600321682,0.3637863326954206,0.2992863918328894,0.12434333897575504
-0.9272618372387994,38.10854649544259,0.026061020953592362,-94.85749507013074,-0.11211414563142685,133.30845783312478,44.235778869480825,-0.07338514134250504,0.21222748961838953,0.43423665171978726,-0.14228196901791595,0.25383649504521777,0.14752389906835806,0.1943183504756863,-0.5207641232622854,-0.22378772218385687,0.6255222040923816,0.3643754256896767,0.312918341521436,0.12497630723706822
